fiscal_year,fund_type,fund_category,total_vouchers_paid,total_vouchers_pending,total_encumbrance_balance,total_pending_retainage,record_count,unique_suppliers,negative_paid_records,large_paid_1m_records,missing_po_date_records
2026,Capital Projects Funds,Unspecified,857855015.38,1608299.38,472234756.24,65552038.86,2522,798,0,136,700
2026,"Pension, Other Employee and Ot",Operating,762679985.0,5697064.32,52404410.74,0.0,2224,486,200,112,720
2026,Enterprise Funds,Annual Projects - Authority Control,712561379.2800001,16427472.14,46109483.18,17491790.36,5942,2306,350,108,1140
2026,Capital Projects Funds,Continuing Projects - Authority Control,700211582.44,563200.0,148732986.76,48811371.16,2068,766,50,90,520
2026,Enterprise Funds,Continuing Projects - Project Control,571652499.86,1815014.76,867632811.82,35429942.0,2480,1304,250,36,300
2026,Internal Service Funds,Annual Projects - Authority Control,443712760.21999997,790036.36,58603332.08,0.0,3016,1064,352,108,480
2026,General Fund,Work Orders/Overhead,349070179.66,5336094.38,108565994.0,7250863.76,9000,3060,150,78,684
2026,Special Revenue Funds,Unspecified,265388131.06,1145408.48,218555832.52,0.0,1162,434,50,38,300
2026,Enterprise Funds,Grants Projects,247048044.08,0.0,193879030.28,77135733.94,128,80,0,46,20
2026,Internal Service Funds,Operating,217200635.42,276320.38,21504293.619999997,0.0,5252,1934,100,34,700
2026,Enterprise Funds,Work Orders/Overhead,191549467.84,3062191.94,15762871.7,0.0,2492,804,0,32,600
2026,Private Purpose Trust Fund,Continuing Projects - Authority Control,108778044.1,4986.0,28813617.04,0.0,558,142,0,12,180
2026,Special Revenue Funds,Continuing Projects - Project Control,91243007.46,53359048.38,34714880.06,7018482.26,294,196,0,24,20
2026,Private Purpose Trust Fund,Operating,81955942.54,2400.0,795236.42,0.0,1532,240,50,16,560
2026,Capital Projects Funds,Grants Projects,39602327.76,583772.8400000001,72524161.12,2276651.06,86,80,0,8,0
2026,Special Revenue Funds,Work Orders/Overhead,23446357.72,178949.88,10421138.46,0.0,2244,926,52,0,280
2026,Private Purpose Trust Fund,Annual Projects - Authority Control,21399871.78,0.0,3505093.0599999996,0.0,200,56,0,4,60
2026,Capital Projects Funds,Continuing Projects - Project Control,18768499.64,2054424.0,101319039.64,1827138.26,96,90,0,4,0
2026,Agency Funds,Operating,14608709.08,0.0,8402474.56,0.0,6,6,0,4,0
2026,Internal Service Funds,Continuing Projects - Authority Control,9307562.120000001,0.0,4355052.26,0.0,310,160,50,2,40
2026,Permanent Fund,Grants Projects,858921.78,0.0,1109850.26,0.0,246,54,0,0,80
2026,Private Purpose Trust Fund,Unspecified,0.0,0.0,2925782.5,0.0,4,4,0,0,0
