fiscal_year,fund_type,fund_category,total_vouchers_paid,total_vouchers_pending,total_encumbrance_balance,total_pending_retainage,record_count,unique_suppliers,negative_paid_records,large_paid_1m_records,missing_po_date_records
2011,Internal Service Funds,Operating,113114163.4,10196488.48,0.0,12504877.34,4688,2158,6,14,4688
2011,General Fund,Continuing Projects,105715629.36,4675002.5600000005,0.0,21884868.06,2804,2432,2,14,2804
2011,PUC Water Department Funds,Operating,102030565.58,10383761.48,0.0,28225837.34,18304,8900,22,8,18304
2011,PUC Wastewater Funds,Continuing Projects,95713914.02,23631715.62,0.0,148271932.2,958,680,0,22,958
2011,General Fund,Work Orders/Overhead,94469993.8,9870566.66,0.0,10432701.680000002,4994,2552,10,16,4994
2011,Pension Trust Funds,Operating,90097720.72,18700218.36,0.0,15395299.04,524,410,0,24,524
2011,PUC Wastewater Funds,Annual Projects,88378953.89999999,82941.81999999999,0.0,301389.68,148,136,0,4,148
2011,PUC Hetch Hetchy Funds,Operating,83210655.44,8493680.52,0.0,6151282.5,6348,1938,8,16,6348
2011,General Fund,Annual Projects,70724026.1,8214680.5,0.0,13025094.5,2274,1774,2,10,2274
2011,PUC Wastewater Funds,Operating,68717783.36,6797147.26,0.0,8101263.220000001,5878,2354,4,8,5878
2011,PUC Hetch Hetchy Funds,Continuing Projects,63827345.94,8185158.42,0.0,38834521.839999996,3076,1222,4,4,3076
2011,Laguna Honda Hospital Funds,Operating,62859788.6,2299792.2199999997,0.0,1918830.26,2242,1306,18,12,2242
2011,SF International Airport Funds,Grants,61537161.02,4563078.34,0.0,11071595.7,156,134,0,20,156
2011,MTA Parking & Traffic Funds,Operating,51295451.74,5614656.76,0.0,6289910.96,1498,818,0,12,1498
2011,Laguna Honda Hospital Funds,Continuing Projects,44970174.48,2442303.68,0.0,63923578.02,892,648,8,12,892
2011,MTA Municipal Railway Funds,Grants,34203719.16,3506757.7399999998,0.0,30600302.74,128,102,0,8,128
2011,Port Of San Francisco Funds,Continuing Projects,31222186.12,1980918.9999999998,0.0,26178065.6,348,298,0,8,348
2011,Port Of San Francisco Funds,Operating,25793469.580000002,1897836.3599999999,0.0,2575369.56,3560,1856,0,4,3560
2011,PUC Hetch Hetchy Funds,Work Orders/Overhead,23078077.659999996,1697487.96,0.0,117057.28,54,52,0,6,54
2011,Capital Projects Funds,Grants,20431153.34,1105973.58,0.0,8366083.779999999,184,166,0,0,184
2011,MTA Parking & Traffic Funds,Grants,19374897.46,6535560.4399999995,0.0,12217942.639999999,190,62,0,4,190
2011,General Hospital Medical Center Funds,Continuing Projects,16166863.2,2327863.5,0.0,32603468.82,214,172,0,6,214
2011,MTA Parking Garages/Other,Operating,15368480.76,892883.62,0.0,1557.2800000000002,80,78,0,6,80
2011,Agency Funds,Continuing Projects,14000000.0,0.0,0.0,0.0,2,2,0,2,2
2011,Special Revenue Funds,Annual Projects,12834297.0,1894658.0399999998,0.0,23729810.28,150,136,0,2,150
2011,Expendable Trust Funds,Grants,8922632.040000001,558016.1799999999,0.0,217591.76,420,362,0,2,420
2011,Other Employee Benefit Trust Funds,Operating,8261932.739999999,-561318.26,0.0,9436.72,140,106,0,4,140
2011,Special Revenue Funds,Work Orders/Overhead,7964316.94,888769.3,0.0,1207297.28,1946,1034,12,0,1946
2011,MTA Municipal Railway Funds,Work Orders/Overhead,5612664.46,1112755.7999999998,0.0,9524158.3,874,532,2,0,874
2011,Port Of San Francisco Funds,Grants,5193576.0,201313.33999999997,0.0,1585112.3,74,72,0,0,74
2011,PUC Hetch Hetchy Funds,Grants,4135174.82,511534.26,0.0,759312.08,52,36,0,0,52
2011,Port Of San Francisco Funds,Annual Projects,4120906.42,238940.30000000002,0.0,3675652.5,248,196,0,0,248
2011,MTA Parking & Traffic Funds,Continuing Projects,3963435.16,477509.95999999996,0.0,317243.08,142,124,0,0,142
2011,PUC Hetch Hetchy Funds,Annual Projects,3597897.8800000004,260089.6,0.0,200.0,44,44,0,0,44
2011,Treasure Island Development Authority,Continuing Projects,3466383.52,714242.4,0.0,2098135.28,212,198,0,0,212
2011,PUC Water Department Funds,Grants,2717901.46,563314.64,0.0,1071820.12,316,200,0,0,316
2011,SF International Airport Funds,Annual Projects,2366950.8,134469.08000000002,0.0,444412.28,356,328,0,0,356
2011,General Hospital Medical Center Funds,Annual Projects,1904652.4,179365.46,0.0,787599.38,130,112,0,0,130
2011,Laguna Honda Hospital Funds,Annual Projects,858114.44,19892.54,0.0,1488979.22,76,58,0,0,76
2011,PUC Wastewater Funds,Grants,512314.1,0.0,0.0,1462077.9,8,6,0,0,8
2011,Laguna Honda Hospital Funds,Grants,215401.96,25607.3,0.0,48543.22,72,64,0,0,72
2011,MTA Taxi Commission,Operating,117819.48,271527.76,0.0,65260.88,88,76,0,0,88
2011,General Hospital Medical Center Funds,Grants,74740.2,563130.8,0.0,12810.24,6,6,0,0,6
2011,Internal Service Funds,Work Orders/Overhead,73283.96,85416.56,0.0,0.0,4,4,0,0,4
2011,PUC Water Department Funds,Work Orders/Overhead,23630.76,92142.62,0.0,239226.72,4,4,0,0,4
2011,Internal Service Funds,Continuing Projects,14161.46,0.0,0.0,3251331.66,20,20,0,0,20
2011,MTA Bicycle Fund,Operating,8052.56,0.0,0.0,113.4,14,14,0,0,14
2011,Agency Funds,Operating,1319.1399999999999,-473.0,0.0,0.0,6,6,0,0,6
2011,PUC Wastewater Funds,Work Orders/Overhead,0.0,196369.2,0.0,24754.0,4,4,0,0,4
2011,SF Transportation Authority Funds,Continuing Projects,0.0,0.0,0.0,381229869.74,274,42,0,0,274
2012,PUC Water Department Funds,Continuing Projects,1378834067.08,189613417.5,0.0,1866429809.24,3910,1990,0,130,3910
2012,General Fund,Operating,1039952881.9399999,87682988.68,0.0,98433091.0,38218,21950,50,138,38218
2012,SF International Airport Funds,Operating,862696980.3199999,27332883.5,0.0,9226042.5,4804,3076,0,38,4804
2012,General Hospital Medical Center Funds,Operating,516468701.2,46620220.94,0.0,20805356.84,5298,3250,30,58,5298
2012,Debt Service Funds,Operating,437617914.08,4400.0,0.0,0.0,44,44,0,12,44
2012,Capital Projects Funds,Continuing Projects,359788885.8,78107150.39999999,0.0,634418668.7,2712,1766,2,54,2712
2012,MTA Municipal Railway Funds,Continuing Projects,356239507.18,40841411.800000004,0.0,356222678.16,1208,846,0,60,1208
2012,Special Revenue Funds,Operating,328618662.06,26469511.16,0.0,15323176.3,7726,4412,12,26,7726
2012,Special Revenue Funds,Continuing Projects,313123680.4,34006486.019999996,0.0,68041740.32,6746,4110,8,40,6746
2012,Special Revenue Funds,Grants,300166448.04,38106662.72,0.0,147970580.88,5040,3510,0,38,5040
2012,PUC Water Department Funds,Annual Projects,267986470.56,526778.2000000001,0.0,4093960.86,332,260,0,6,332
2012,MTA Municipal Railway Funds,Operating,249196502.26,29282283.72,0.0,63265739.74,18066,3990,0,34,18066
2012,Agency Funds,Annual Projects,183107908.9,0.0,0.0,0.0,8,8,0,8,8
2012,PUC Wastewater Funds,Continuing Projects,180249435.38,32595314.2,0.0,136724295.24,1030,710,2,40,1030
2012,SF International Airport Funds,Continuing Projects,146036555.9,21580641.36,0.0,29889894.06,1036,718,0,28,1036
2012,General Fund,Work Orders/Overhead,104288604.66,8914750.92,0.0,10274957.58,6680,2596,16,18,6680
2012,General Fund,Continuing Projects,103705885.66,6817194.100000001,0.0,26543089.18,2702,2378,6,14,2702
2012,PUC Water Department Funds,Operating,98631120.11999999,8168220.68,0.0,31712663.28,18062,8334,14,12,18062
2012,Internal Service Funds,Operating,92210698.5,13694621.12,0.0,17685735.78,4428,1950,4,10,4428
2012,Pension Trust Funds,Operating,90610187.28,19188933.92,0.0,2438420.44,564,464,0,20,564
2012,PUC Hetch Hetchy Funds,Operating,90481607.53999999,8576852.86,0.0,8340678.06,6190,1910,8,18,6190
2012,General Fund,Annual Projects,87005482.6,6823598.42,0.0,12936342.32,2750,2000,2,12,2750
2012,PUC Wastewater Funds,Annual Projects,78452139.84,29198.739999999998,0.0,177098.13999999998,154,144,0,4,154
2012,PUC Hetch Hetchy Funds,Continuing Projects,70444522.4,17873970.74,0.0,47198194.36,3198,1196,0,6,3198
2012,Laguna Honda Hospital Funds,Operating,65936641.46,2394457.52,0.0,3430085.84,2274,1422,14,8,2274
2012,PUC Wastewater Funds,Operating,63186884.5,4658378.5200000005,0.0,11621320.84,6598,2500,8,8,6598
2012,Port Of San Francisco Funds,Continuing Projects,57964011.64,9657295.94,0.0,140276111.4,526,394,0,18,526
2012,MTA Parking & Traffic Funds,Operating,53820590.739999995,5455931.0,0.0,6320777.86,1924,942,0,10,1924
2012,Special Revenue Funds,Annual Projects,36672085.220000006,1655075.02,0.0,10497386.6,128,120,0,4,128
2012,MTA Municipal Railway Funds,Grants,27857512.84,1673083.54,0.0,10063377.66,102,98,0,4,102
2012,SF International Airport Funds,Grants,26581088.84,9176831.06,0.0,36164211.5,122,114,0,8,122
2012,MTA Parking & Traffic Funds,Grants,25051180.32,2048824.7,0.0,10932866.58,202,58,0,4,202
2012,Port Of San Francisco Funds,Operating,24611060.720000003,1505627.56,0.0,3633083.62,3248,1822,0,2,3248
2012,Laguna Honda Hospital Funds,Continuing Projects,22933425.8,710958.94,0.0,40637012.16,324,282,2,2,324
2012,PUC Hetch Hetchy Funds,Work Orders/Overhead,21773038.98,1568408.5599999998,0.0,835335.2200000001,74,64,0,6,74
2012,General Hospital Medical Center Funds,Continuing Projects,17208962.86,2119578.9,0.0,18468861.38,174,132,0,4,174
2012,MTA Parking Garages/Other,Operating,16822874.52,1085254.0,0.0,603075.52,126,108,0,2,126
2012,Capital Projects Funds,Grants,14723725.72,254521.48,0.0,1875759.68,100,98,0,4,100
2012,MTA Municipal Railway Funds,Work Orders/Overhead,11761563.74,1385038.92,0.0,12407070.62,898,518,0,0,898
2012,Port Of San Francisco Funds,Grants,10187447.62,3512438.54,0.0,1466532.04,206,160,2,2,206
2012,Other Employee Benefit Trust Funds,Operating,8548218.8,-789709.78,0.0,0.0,172,156,0,4,172
2012,Special Revenue Funds,Work Orders/Overhead,7636182.96,822496.6799999999,0.0,1348475.02,2056,1026,20,0,2056
2012,Port Of San Francisco Funds,Annual Projects,5787111.9,64756.82,0.0,1642396.22,236,192,0,0,236
2012,MTA Parking & Traffic Funds,Continuing Projects,5205906.42,596836.2,0.0,4827453.42,168,140,2,2,168
2012,Treasure Island Development Authority,Continuing Projects,3783314.44,520040.81999999995,0.0,239724.52000000002,272,238,0,0,272
2012,PUC Hetch Hetchy Funds,Annual Projects,3198713.08,201543.76,0.0,666035.64,92,74,0,0,92
2012,Expendable Trust Funds,Grants,3028663.1,635637.5599999999,0.0,471945.44,576,522,0,0,576
2012,PUC Water Department Funds,Grants,2163332.7399999998,697545.08,0.0,3824676.84,340,212,0,0,340
2012,PUC Wastewater Funds,Grants,2123042.02,702933.32,0.0,0.0,10,10,0,0,10
2012,General Hospital Medical Center Funds,Annual Projects,2038422.3,148378.0,0.0,356089.24,102,96,0,0,102
2012,PUC Hetch Hetchy Funds,Grants,1438797.28,0.0,0.0,0.0,26,18,0,0,26
2012,Laguna Honda Hospital Funds,Annual Projects,1160558.22,83243.6,0.0,942275.72,132,112,0,0,132
2012,MTA Taxi Commission,Operating,718594.36,100938.14000000001,0.0,941051.8,122,108,0,0,122
2012,SF International Airport Funds,Annual Projects,656251.72,18483.92,0.0,162750.84,138,136,0,0,138
2012,General Hospital Medical Center Funds,Grants,625514.3200000001,55014.34,0.0,1985.66,8,8,0,0,8
2012,PUC Wastewater Funds,Work Orders/Overhead,498424.18,0.0,0.0,0.0,6,6,0,0,6
2012,Internal Service Funds,Continuing Projects,430462.82,0.0,0.0,6319315.64,40,38,0,0,40
2012,PUC Water Department Funds,Work Orders/Overhead,329202.48,28110.94,0.0,237595.72,8,6,0,0,8
2012,Laguna Honda Hospital Funds,Grants,225566.94,26714.64,0.0,23723.72,78,74,0,0,78
2012,Internal Service Funds,Work Orders/Overhead,85416.56,0.0,0.0,142947.0,4,4,0,0,4
2012,MTA Bicycle Fund,Operating,41992.34,111.2,0.0,228.96,14,14,0,0,14
2012,Retiree Health Care Trust Fund - Prop B,Operating,14472.6,0.0,0.0,0.0,4,4,0,0,4
2012,Agency Funds,Operating,0.0,-473.0,0.0,0.0,2,2,0,0,2
2012,SF Transportation Authority Funds,Continuing Projects,0.0,0.0,0.0,381229869.74,274,44,0,0,274
2013,PUC Water Department Funds,Continuing Projects,1168947678.8799999,105379854.17999999,0.0,1358293602.0,4138,2066,0,118,4138
2013,General Fund,Operating,1142945206.5,86561825.22,0.0,129279792.06,38550,21792,46,148,38550
2013,SF International Airport Funds,Operating,894785404.28,31379975.720000003,0.0,9793873.42,5218,3338,0,38,5218
2013,Capital Projects Funds,Continuing Projects,664266754.3399999,122609416.64,0.0,474891705.58,3006,1952,2,62,3006
2013,General Hospital Medical Center Funds,Operating,554998702.02,57751665.81999999,0.0,38703705.9,5498,3498,20,58,5498
2013,Debt Service Funds,Operating,440991255.76,20000.0,0.0,0.0,22,22,0,10,22
2013,MTA Municipal Railway Funds,Continuing Projects,377407931.54,47241482.74,0.0,706639540.62,1054,740,0,52,1054
2013,Special Revenue Funds,Operating,356833595.0,21098861.56,0.0,11190327.6,7644,4600,10,32,7644
2013,SF International Airport Funds,Continuing Projects,331965635.04,61774900.72,0.0,63713579.82,1824,1106,0,62,1824
2013,Special Revenue Funds,Grants,310413188.6,53123900.14,0.0,157956777.8,4766,3400,0,44,4766
2013,PUC Wastewater Funds,Continuing Projects,284092516.2,38748663.16,0.0,232976912.51999998,1232,766,0,78,1232
2013,Special Revenue Funds,Continuing Projects,283920556.78,31393297.28,0.0,74680896.82,6826,4340,0,40,6826
2013,PUC Water Department Funds,Annual Projects,280996870.2,733060.96,0.0,3751862.08,428,336,0,12,428
2013,MTA Municipal Railway Funds,Operating,252641902.52,22648234.96,0.0,125265193.97999999,20524,3696,0,34,20524
2013,Agency Funds,Annual Projects,192470940.12,0.0,0.0,0.0,8,8,0,8,8
2013,Port Of San Francisco Funds,Continuing Projects,162120759.12,10886739.899999999,0.0,17461156.18,320,250,0,28,320
2013,General Fund,Work Orders/Overhead,117133234.6,10872681.92,0.0,21250286.34,6816,2698,14,14,6816
2013,Internal Service Funds,Operating,113596387.76,10122189.42,0.0,10755972.459999999,5340,2000,4,16,5340
2013,PUC Hetch Hetchy Funds,Operating,107116301.42,9821469.06,0.0,8295515.6,5318,1788,10,22,5318
2013,General Fund,Continuing Projects,106189400.92,12181753.540000001,0.0,37512553.36,3188,2686,2,16,3188
2013,Successor Agency-Former SF Redev Agency,Continuing Projects,101233554.5,5912702.82,0.0,4803400.36,110,102,0,10,110
2013,PUC Water Department Funds,Operating,88852353.14,11917568.219999999,0.0,31079880.84,18498,8426,26,0,18498
2013,Pension Trust Funds,Operating,79803527.22,16969892.28,0.0,11346125.78,540,426,0,20,540
2013,PUC Wastewater Funds,Annual Projects,79108362.5,78963.4,0.0,1367504.6,196,158,0,4,196
2013,General Fund,Annual Projects,76874793.18,8486708.94,0.0,11296973.16,3166,2170,0,10,3166
2013,PUC Hetch Hetchy Funds,Continuing Projects,71900412.16,5896495.58,0.0,33944034.24,2806,1154,2,4,2806
2013,MTA Parking & Traffic Funds,Operating,70675760.0,9015351.459999999,0.0,30330437.52,1994,1020,0,14,1994
2013,Laguna Honda Hospital Funds,Operating,70566404.08,2922211.2,0.0,4992966.6,2564,1546,18,12,2564
2013,PUC Wastewater Funds,Operating,64625547.3,5049724.58,0.0,7467958.12,6068,2420,8,8,6068
2013,SF International Airport Funds,Grants,45780481.68,3213257.06,0.0,6785288.26,138,134,0,16,138
2013,Laguna Honda Hospital Funds,Continuing Projects,41922839.34,2796463.38,0.0,11819335.18,318,198,4,6,318
2013,MTA Parking Garages/Other,Operating,37020238.48,5401914.96,0.0,106810.95999999999,146,128,0,10,146
2013,Port Of San Francisco Funds,Operating,29046914.36,1019481.4,0.0,4361901.58,3796,1908,0,2,3796
2013,Special Revenue Funds,Annual Projects,28663712.659999996,250581.41999999998,0.0,638794.02,140,128,0,8,140
2013,Other Employee Benefit Trust Funds,Operating,24697342.279999997,50465.7,0.0,118022.02,80,74,2,6,80
2013,Successor Agency-Former SF Redev Agency,Annual Projects,22186661.78,1698989.8,0.0,365121.18,88,86,0,6,88
2013,MTA Municipal Railway Funds,Work Orders/Overhead,16921494.2,1144155.52,0.0,13121873.82,868,600,0,0,868
2013,MTA Parking & Traffic Funds,Grants,13278446.440000001,2243342.8,0.0,3422415.4,142,64,0,2,142
2013,General Hospital Medical Center Funds,Continuing Projects,13157957.62,2239518.68,0.0,20845476.62,172,138,0,2,172
2013,MTA Municipal Railway Funds,Grants,11908580.54,15181.919999999998,0.0,12962.86,76,74,0,4,76
2013,Port Of San Francisco Funds,Grants,10476308.82,171359.16,0.0,667169.12,96,88,0,2,96
2013,MTA Parking & Traffic Funds,Continuing Projects,9889842.780000001,450709.94,0.0,7192179.42,168,148,0,2,168
2013,PUC Hetch Hetchy Funds,Annual Projects,8607088.879999999,613880.38,0.0,2555340.46,296,224,0,2,296
2013,Special Revenue Funds,Work Orders/Overhead,7483009.74,698609.82,0.0,1545943.82,1906,1004,16,0,1906
2013,Expendable Trust Funds,Grants,5854914.24,517406.0,0.0,750220.8400000001,468,438,0,0,468
2013,Port Of San Francisco Funds,Annual Projects,5653025.68,411203.28,0.0,2110475.94,462,410,0,0,462
2013,Capital Projects Funds,Grants,5407852.9399999995,1082302.8,0.0,10364238.620000001,60,60,0,2,60
2013,PUC Water Department Funds,Grants,5137706.800000001,0.0,0.0,6841.7,140,98,0,0,140
2013,Treasure Island Development Authority,Continuing Projects,3638134.02,448876.22000000003,0.0,460482.5,268,254,0,0,268
2013,Internal Service Funds,Continuing Projects,3476746.66,318818.16000000003,0.0,2295098.7199999997,90,66,0,0,90
2013,General Hospital Medical Center Funds,Annual Projects,2333352.7,246061.52,0.0,172014.76,122,104,0,0,122
2013,PUC Hetch Hetchy Funds,Work Orders/Overhead,2250325.7399999998,32387.32,0.0,1296031.76,44,40,0,0,44
2013,Successor Agency-Former SF Redev Agency,Operating,1472624.08,583368.6799999999,0.0,126514.22,170,162,0,0,170
2013,Laguna Honda Hospital Funds,Annual Projects,1404361.98,63113.82,0.0,646521.22,114,84,0,0,114
2013,MTA Taxi Commission,Operating,747093.78,315413.42000000004,0.0,356827.62,94,84,0,0,94
2013,PUC Wastewater Funds,Grants,704430.64,0.0,0.0,0.0,8,8,0,0,8
2013,Successor Agency-Former SF Redev Agency,Grants,561601.66,4200.0,0.0,269707.18,22,22,0,0,22
2013,SF International Airport Funds,Annual Projects,395018.48,29430.84,0.0,142808.06,54,52,0,0,54
2013,Laguna Honda Hospital Funds,Grants,275123.18,27238.7,0.0,12474.78,94,90,2,0,94
2013,General Hospital Medical Center Funds,Grants,263492.68,64075.3,0.0,57432.02,2,2,0,0,2
2013,Internal Service Funds,Work Orders/Overhead,213595.86,0.0,0.0,56519.46,6,6,0,0,6
2013,PUC Water Department Funds,Work Orders/Overhead,200871.34,545.46,0.0,79054.88,8,8,0,0,8
2013,MTA Pedestrian Fund,Operating,20000.0,0.0,0.0,0.0,4,4,0,0,4
2013,Agency Funds,Operating,15162.14,-473.0,0.0,0.0,6,6,0,0,6
2013,MTA Bicycle Fund,Operating,1040.28,0.0,0.0,0.0,6,6,0,0,6
2014,General Fund,Operating,1245543688.26,122531534.26,0.0,139693879.04,40428,23068,48,154,40428
2014,PUC Water Department Funds,Continuing Projects,960917410.96,68644733.86,0.0,817450786.3,3778,1830,0,84,3778
2014,SF International Airport Funds,Operating,937721039.66,27991923.259999998,0.0,11899391.44,5262,3386,0,44,5262
2014,MTA Municipal Railway Funds,Continuing Projects,794254993.5,78112799.60000001,0.0,543641633.5,1016,820,0,62,1016
2014,Capital Projects Funds,Continuing Projects,770742801.6,59063352.94,0.0,226587711.94,2872,1932,2,66,2872
2014,SF International Airport Funds,Continuing Projects,715976049.08,102997032.74000001,0.0,100501217.56,1896,1178,0,114,1896
2014,General Hospital Medical Center Funds,Operating,581083207.9,50392870.16,0.0,75389244.72,5802,3800,30,58,5802
2014,Debt Service Funds,Operating,506995430.36,5000.0,0.0,0.0,14,14,0,8,14
2014,Special Revenue Funds,Operating,407273708.96,26575608.1,0.0,17176974.92,8324,5164,16,26,8324
2014,MTA Municipal Railway Funds,Operating,341072549.9,28948879.92,0.0,69804364.28,21214,3958,0,36,21214
2014,PUC Wastewater Funds,Continuing Projects,324742259.2,39788379.9,0.0,213952149.9,1358,862,0,70,1358
2014,PUC Water Department Funds,Annual Projects,317943894.22,301277.74,0.0,3594961.6799999997,694,470,0,8,694
2014,Special Revenue Funds,Grants,296541636.32,41119299.52,0.0,108492679.58,4740,3376,0,40,4740
2014,Special Revenue Funds,Continuing Projects,264258580.95999998,34328415.96,0.0,70300909.54,6806,4494,4,30,6806
2014,Agency Funds,Annual Projects,199675662.46,0.0,0.0,0.0,8,8,0,8,8
2014,General Fund,Continuing Projects,140049503.14000002,15461309.5,0.0,52502800.160000004,3860,2990,2,20,3860
2014,General Fund,Work Orders/Overhead,138800597.62,12468277.379999999,0.0,14702453.56,7266,2904,16,12,7266
2014,PUC Hetch Hetchy Funds,Operating,118437726.96000001,11262085.940000001,0.0,6291044.02,4894,1750,2,28,4894
2014,Internal Service Funds,Operating,107758948.4,13161310.36,0.0,16286702.379999999,4240,2084,8,18,4240
2014,PUC Wastewater Funds,Annual Projects,104038311.66000001,127290.12,0.0,1241262.2,236,202,0,4,236
2014,Pension Trust Funds,Operating,88275373.68,23993708.76,0.0,1022565.62,534,454,0,28,534
2014,PUC Water Department Funds,Operating,85853773.74,12840910.24,0.0,25990100.68,19552,8318,24,2,19552
2014,MTA Parking & Traffic Funds,Operating,83575322.62,8948766.64,0.0,13756102.66,2020,1060,0,20,2020
2014,General Fund,Annual Projects,82599904.42,9098186.76,0.0,16662462.1,3340,2304,10,10,3340
2014,SF International Airport Funds,Grants,82176661.44,30709794.0,0.0,34161848.56,106,104,0,8,106
2014,Laguna Honda Hospital Funds,Operating,78168423.82,2681600.36,0.0,3373001.9,2748,1526,10,10,2748
2014,Successor Agency-Former SF Redev Agency,Continuing Projects,78062431.44,19063814.0,0.0,156432388.29999998,146,136,0,20,146
2014,Port Of San Francisco Funds,Continuing Projects,65029662.64,5589615.98,0.0,21054979.68,410,318,0,18,410
2014,PUC Hetch Hetchy Funds,Continuing Projects,63619772.96,4541231.7,0.0,31530518.94,3278,1906,2,4,3278
2014,MTA Parking Garages/Other,Operating,53832629.4,7042284.72,0.0,150146.62,146,120,0,16,146
2014,Other Employee Benefit Trust Funds,Operating,50950384.099999994,251789.84,0.0,734589.32,76,70,0,6,76
2014,PUC Wastewater Funds,Operating,43437488.46,5034543.62,0.0,7928451.899999999,5062,2246,4,4,5062
2014,Port Of San Francisco Funds,Operating,33689226.46,479244.48000000004,0.0,3000802.7800000003,3736,1968,0,8,3736
2014,Capital Projects Funds,Unknown,30225525.18,45092318.0,0.0,76242707.36,24,24,0,2,24
2014,General Hospital Medical Center Funds,Continuing Projects,29177004.5,14554756.259999998,0.0,27963343.36,230,194,0,8,230
2014,MTA Municipal Railway Funds,Work Orders/Overhead,25521446.619999997,1668694.18,0.0,12563062.94,1138,716,0,4,1138
2014,Successor Agency-Former SF Redev Agency,Annual Projects,23838508.64,636155.96,0.0,1096322.68,152,122,0,6,152
2014,MTA Parking & Traffic Funds,Continuing Projects,15997538.879999999,8663582.04,0.0,40901432.22,324,274,0,4,324
2014,Port Of San Francisco Funds,Grants,14891474.620000001,14206.779999999999,0.0,610510.32,68,46,0,2,68
2014,Internal Service Funds,Continuing Projects,14128138.86,3761402.52,0.0,5710750.96,246,122,0,2,246
2014,Laguna Honda Hospital Funds,Continuing Projects,13950839.98,1077974.7,0.0,5483252.8,268,152,0,2,268
2014,PUC Hetch Hetchy Funds,Annual Projects,13037704.120000001,1181233.5,0.0,4025688.18,384,288,0,2,384
2014,MTA Parking & Traffic Funds,Grants,12318907.98,1013121.86,0.0,5124470.0,208,146,0,0,208
2014,Special Revenue Funds,Annual Projects,11940154.280000001,68107.82,0.0,222119.25999999998,134,128,0,2,134
2014,Capital Projects Funds,Grants,8380647.300000001,1222828.46,0.0,4427011.1,62,60,0,2,62
2014,Special Revenue Funds,Work Orders/Overhead,8075448.32,632836.56,0.0,2463394.12,1840,996,22,0,1840
2014,Port Of San Francisco Funds,Unknown,5681002.4399999995,12823527.66,0.0,8791550.38,4,4,0,2,4
2014,Port Of San Francisco Funds,Annual Projects,4630725.96,509311.22,0.0,2085274.3,664,526,0,0,664
2014,Treasure Island Development Authority,Continuing Projects,4441545.86,262475.88,0.0,436768.82,244,236,0,0,244
2014,Successor Agency-Former SF Redev Agency,Operating,4368509.44,540868.2999999999,0.0,657.52,202,196,0,2,202
2014,Expendable Trust Funds,Grants,4264760.24,442130.52,0.0,395664.88,502,462,0,0,502
2014,General Hospital Medical Center Funds,Annual Projects,1315593.9,128784.4,0.0,796228.02,74,68,0,0,74
2014,MTA Municipal Railway Funds,Grants,1303513.26,109813.8,0.0,1164235.18,46,46,0,0,46
2014,MTA Taxi Commission,Operating,680990.26,13595.720000000001,0.0,4204400.66,98,82,0,0,98
2014,General Hospital Medical Center Funds,Grants,618344.78,3856.4,0.0,176801.22,8,8,0,0,8
2014,PUC Hetch Hetchy Funds,Work Orders/Overhead,550165.66,157376.56,0.0,1247099.26,48,38,0,0,48
2014,Laguna Honda Hospital Funds,Annual Projects,459194.16000000003,72524.12,0.0,520236.24,32,30,0,0,32
2014,Successor Agency-Former SF Redev Agency,Grants,309148.48,0.0,0.0,200000.0,14,14,0,0,14
2014,Laguna Honda Hospital Funds,Grants,279817.0,28056.74,0.0,4382.88,106,94,0,0,106
2014,MTA Taxi Commission,Continuing Projects,132000.0,0.0,0.0,0.0,20,20,0,0,20
2014,Retiree Health Care Trust Fund - Prop B,Operating,123755.4,0.0,0.0,37244.6,8,8,0,0,8
2014,SF International Airport Funds,Annual Projects,83877.22,0.0,0.0,5938.32,30,26,0,0,30
2014,MTA Parking & Traffic Funds,Unknown,69307.64,0.0,0.0,185647.0,10,10,0,0,10
2014,PUC Wastewater Funds,Work Orders/Overhead,65075.58,191.5,0.0,0.0,24,24,0,0,24
2014,Internal Service Funds,Work Orders/Overhead,55389.42,450499.96,0.0,455249.44,6,4,0,0,6
2014,PUC Water Department Funds,Work Orders/Overhead,40262.98,5852.0,0.0,10148.0,16,16,0,0,16
2014,MTA Municipal Railway Funds,Unknown,37666.44,1096773.68,0.0,14703008.84,14,14,0,0,14
2014,Agency Funds,Operating,15472.12,-473.0,0.0,0.0,4,4,0,0,4
2014,PUC Water Department Funds,Grants,6832.2,0.0,0.0,0.0,2,2,0,0,2
2014,PUC Water Department Funds,Unknown,3063.64,18615.68,0.0,461553.4,26,26,0,0,26
2014,Special Revenue Funds,Unknown,0.0,0.0,0.0,800000.0,2,2,0,0,2
2015,General Fund,Operating,1311089719.02,104668515.68,0.0,200268017.22,39232,20440,50,178,39232
2015,SF International Airport Funds,Operating,996418495.46,33655425.4,0.0,22118080.38,5494,3464,0,40,5494
2015,PUC Water Department Funds,Continuing Projects,626105153.5,51244803.16,0.0,691995904.06,3564,1648,0,76,3564
2015,SF International Airport Funds,Continuing Projects,594844607.46,65801870.38,0.0,115014510.24,1860,1096,0,100,1860
2015,General Hospital Medical Center Funds,Operating,560476063.06,38429257.92,0.0,92114962.3,6182,3948,40,48,6182
2015,Debt Service Funds,Operating,551100391.54,5000.0,0.0,0.0,38,38,0,12,38
2015,MTA Municipal Railway Funds,Continuing Projects,497127798.76,75045674.89999999,0.0,905771030.5999999,1002,788,0,48,1002
