fiscal_year,organization_group,department,total_vouchers_paid,total_vouchers_pending,total_encumbrance_balance,total_pending_retainage,record_count,unique_suppliers,negative_paid_records,large_paid_1m_records,missing_po_date_records
2011,"Public Works, Transportation & Commerce",WWE Wastewater Enterprise,228052069.88,21496517.32,0.0,137466101.04,6604,2662,4,28,6604
2011,"Public Works, Transportation & Commerce",HHP Hetch Hetchy Water & Power,172754783.66,18916666.22,0.0,44188563.74,9450,2830,8,24,9450
2011,General Administration & Finance,MYR Mayor,145570584.46,5461691.2,0.0,87754271.34,1808,1440,0,30,1808
2011,Human Welfare & Neighborhood Development,CHF Children;Youth & Families,118873028.25999999,16558075.04,0.0,16904395.88,2232,1334,0,6,2232
2011,Human Welfare & Neighborhood Development,USD County Education Office,112332472.44,0.0,0.0,0.0,4,4,0,4,4
2011,General Administration & Finance,HRD Human Resources,109200029.60000001,1871341.3599999999,0.0,1627306.1199999999,1162,892,6,8,1162
2011,General Administration & Finance,RET Retirement System,90368428.03999999,18772453.7,0.0,15395299.04,550,432,0,24,550
2011,General Administration & Finance,DT GSA - Technology,89002582.72,7770469.859999999,0.0,15483842.559999999,3110,1198,0,12,3110
2011,Public Protection,DEM Emergency Management,83183874.78,7553528.34,0.0,46369641.160000004,1300,840,6,20,1300
2011,Human Welfare & Neighborhood Development,CCD SF Communtiy College Dist,77770987.56,0.0,0.0,0.0,6,6,0,6,6
2011,Public Protection,CRT Superior Court,73357619.44,2991357.8,0.0,4295.32,728,726,0,4,728
2011,Culture & Recreation,REC Recreation & Park Commsn,63076496.74,3088748.1,0.0,9530572.24,7120,3350,0,12,7120
2011,"Public Works, Transportation & Commerce",PRT Port,58102480.92,2643864.84,0.0,30035712.34,4074,2144,0,12,4074
2011,Human Welfare & Neighborhood Development,CFC Children & Families Commsn,47041244.28,7630758.0200000005,0.0,2333430.66,588,478,0,2,588
2011,Public Protection,POL Police,32525976.900000002,3162331.58,0.0,10416542.379999999,3152,1856,4,2,3152
2011,Public Protection,SHF Sheriff,31312896.8,2350184.36,0.0,2705045.1999999997,1874,1238,2,6,1874
2011,Culture & Recreation,LIB Public Library,30636916.78,4201725.8,0.0,3784513.32,2082,1406,0,2,2082
2011,"Public Works, Transportation & Commerce",ECN Economic & Wrkfrce Dvlpmnt,29921092.439999998,7552919.88,0.0,7787068.32,996,776,0,0,996
2011,Culture & Recreation,ART Arts Commission,23375951.38,492971.6,0.0,10449497.14,2446,2056,0,2,2446
2011,Human Welfare & Neighborhood Development,ENV Environment,18098532.439999998,2393101.3000000003,0.0,8844336.98,1100,836,0,2,1100
2011,Public Protection,FIR Fire Department,18084933.92,2103541.74,0.0,4184950.7800000003,2096,998,0,2,2096
2011,General Administration & Finance,CON Controller,16985995.0,2000719.46,0.0,6382194.58,898,528,8,2,898
2011,Culture & Recreation,FAM Fine Arts Museum,13418623.86,1015142.52,0.0,61557.08,78,70,0,4,78
2011,General Administration & Finance,HSS Health Service System,11099441.62,-498767.57999999996,0.0,590704.62,280,226,2,4,280
2011,General Administration & Finance,REG Elections,10003533.299999999,56937.159999999996,0.0,33736.78,5964,5912,2,0,5964
2011,Public Protection,JUV Juvenile Probation,8348973.340000001,284524.16000000003,0.0,290626.72,1398,764,0,2,1398
2011,General Administration & Finance,ETH Ethics Commission,7764831.16,7044.32,0.0,16496.8,114,114,0,0,114
2011,General Administration & Finance,CAT City Attorney,6419308.14,398833.52,0.0,193910.04,290,268,0,2,290
2011,General Administration & Finance,BOS Board Of Supervisors,5874817.88,651236.7200000001,0.0,355338.57999999996,416,288,0,2,416
2011,"Public Works, Transportation & Commerce",DBI Building Inspection,5589168.62,680945.6799999999,0.0,943583.6,650,412,8,0,650
2011,Human Welfare & Neighborhood Development,WOM Status Of Women,5374984.0200000005,1113686.66,0.0,0.02,276,238,0,0,276
2011,Public Protection,DAT District Attorney,4727340.0,362359.18,0.0,828098.94,1116,840,0,0,1116
2011,Culture & Recreation,SCI Academy Of Sciences,4486602.92,505825.07999999996,0.0,0.0,6,6,0,2,6
2011,General Administration & Finance,TTX Treasurer/Tax Collector,3820721.96,125785.95999999999,0.0,2636380.3,682,464,0,0,682
2011,Culture & Recreation,AAM Asian Art Museum,3022264.0,346484.0,0.0,0.0,12,12,0,2,12
2011,Culture & Recreation,WAR War Memorial,3014035.56,295222.5,0.0,803095.14,814,532,0,0,814
2011,General Administration & Finance,ASR Assessor / Recorder,2796601.16,601161.84,0.0,2138880.1,502,356,0,0,502
2011,General Administration & Finance,CPC City Planning,2575642.58,51394.85999999999,0.0,1642311.06,360,256,0,0,360
2011,Human Welfare & Neighborhood Development,CSS Child Support Services,2017363.2,41312.48,0.0,4589.66,282,224,0,0,282
2011,Public Protection,PDR Public Defender,1090121.3399999999,355740.6,0.0,9152.62,474,416,0,0,474
2011,Public Protection,ADP Adult Probation,950484.28,37809.74,0.0,660880.5,346,280,2,0,346
2011,Human Welfare & Neighborhood Development,HRC Human Rights Commission,888836.94,78814.04000000001,0.0,45537.94,94,80,0,0,94
2011,Human Welfare & Neighborhood Development,RNT Rent Arbitration Board,525204.0599999999,115937.24,0.0,88810.0,134,126,0,0,134
2011,"Public Works, Transportation & Commerce",BOA Board Of Appeals - PAB,55533.82,7351.7,0.0,3878.66,40,38,0,0,40
2011,Culture & Recreation,LLB Law Library,32121.48,877.44,0.0,5900.28,8,8,0,0,8
2011,General Administration & Finance,CSC Civil Service Commission,14820.84,209.84,0.0,0.0,26,26,0,0,26
2011,"Public Works, Transportation & Commerce",CTA SF County Transprtn Auth,0.0,0.0,0.0,381229869.74,274,42,0,0,274
2012,"Public Works, Transportation & Commerce",PUB Public Utilities Bureaus,1382673351.6,192296123.38,0.0,1863829535.2199998,6046,2766,8,136,6046
2012,Community Health,DPH Public Health,1355698690.74,121101249.36,0.0,119874894.04,16290,8124,66,184,16290
2012,"Public Works, Transportation & Commerce",AIR Airport Commission,1035970876.78,58108839.839999996,0.0,75428898.9,6098,3750,0,74,6098
2012,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,750031200.02,83526488.14,0.0,469981036.6,22922,5594,0,114,22922
2012,"Public Works, Transportation & Commerce",DPW GSA - Public Works,513807309.8,96112219.32,0.0,783880738.74,12162,3566,46,84,12162
2012,General City Responsibilities,GEN General City / Unallocated,443014348.6,164473.66,0.0,6605326.9799999995,126,124,0,14,126
2012,"Public Works, Transportation & Commerce",WTR Water Enterprise,427031218.1,21676070.259999998,0.0,133594928.86,16696,7804,6,30,16696
2012,Human Welfare & Neighborhood Development,HSA Human Services Agency,262230782.74,23198980.84,0.0,31072100.58,4262,2384,0,30,4262
2012,"Public Works, Transportation & Commerce",WWE Wastewater Enterprise,253020809.06,22094234.12,0.0,64506105.6,7228,2798,10,34,7228
2012,General Administration & Finance,ADM Gen Svcs Agency-City Admin,247671895.1,16154806.56,0.0,10711389.059999999,7598,4378,4,28,7598
2012,"Public Works, Transportation & Commerce",HHP Hetch Hetchy Water & Power,187121025.12,28666326.38,0.0,56316393.82,9540,2802,8,30,9540
2012,General Administration & Finance,MYR Mayor,182424486.84,15135290.52,0.0,97129978.18,1542,1254,0,22,1542
2012,Human Welfare & Neighborhood Development,USD County Education Office,119447978.82,0.0,0.0,0.0,4,4,0,4,4
2012,Human Welfare & Neighborhood Development,CHF Children;Youth & Families,117017909.28,25452531.58,0.0,9492246.1,2352,1290,0,6,2352
2012,General Administration & Finance,HRD Human Resources,106297938.27999999,1800233.72,0.0,2645146.6799999997,1014,822,0,8,1014
2012,General Administration & Finance,RET Retirement System,91125754.58,19288955.42,0.0,2438420.44,586,486,0,20,586
2012,Public Protection,DEM Emergency Management,89545791.72,7692894.28,0.0,38900571.339999996,1408,876,2,20,1408
2012,Public Protection,CRT Superior Court,72600422.98,2662597.98,0.0,6304.5,714,706,0,4,714
2012,"Public Works, Transportation & Commerce",PRT Port,71719589.58,6228220.2,0.0,74573433.62,3978,2194,0,12,3978
2012,Culture & Recreation,REC Recreation & Park Commsn,69178110.2,4875120.64,0.0,7352558.32,7596,3356,2,10,7596
2012,Human Welfare & Neighborhood Development,CCD SF Communtiy College Dist,63659930.08,0.0,0.0,0.0,4,4,0,4,4
2012,General Administration & Finance,DT GSA - Technology,62066438.94,11150741.86,0.0,25635893.1,3148,1054,0,6,3148
2012,Human Welfare & Neighborhood Development,CFC Children & Families Commsn,47725622.08,6361679.3,0.0,3540786.26,428,368,0,4,428
2012,Public Protection,SHF Sheriff,43649948.8,2178364.38,0.0,4400831.36,2046,1260,0,4,2046
2012,"Public Works, Transportation & Commerce",ECN Economic & Wrkfrce Dvlpmnt,40857283.42,5923586.28,0.0,5946133.24,1032,790,0,2,1032
2012,Culture & Recreation,LIB Public Library,34390099.28,3488240.98,0.0,2260980.62,2122,1392,0,4,2122
2012,Public Protection,POL Police,34338925.46,6720584.02,0.0,8752817.06,3168,1874,6,4,3168
2012,Human Welfare & Neighborhood Development,ENV Environment,23367848.96,899764.58,0.0,5494074.140000001,1166,932,0,4,1166
2012,Culture & Recreation,ART Arts Commission,20447570.54,857986.88,0.0,10886855.28,2116,1800,0,2,2116
2012,Public Protection,FIR Fire Department,17505610.02,2866050.32,0.0,3514940.46,2450,1206,0,2,2450
2012,General Administration & Finance,REG Elections,13748995.32,365489.75999999995,0.0,-136.18,7546,7448,4,2,7546
2012,General Administration & Finance,CON Controller,12970729.6,847478.3,0.0,5860848.239999999,780,458,14,0,780
2012,General Administration & Finance,HSS Health Service System,10545897.040000001,535441.6599999999,0.0,0.0,314,276,2,4,314
2012,"Public Works, Transportation & Commerce",DBI Building Inspection,9832370.58,1134795.5,0.0,983631.04,614,396,14,0,614
2012,Public Protection,JUV Juvenile Probation,8374925.62,226803.96,0.0,198593.78,1132,850,0,2,1132
2012,General Administration & Finance,CAT City Attorney,6519460.92,422144.18,0.0,13123.9,310,270,0,2,310
2012,Human Welfare & Neighborhood Development,WOM Status Of Women,5894075.72,897415.96,0.0,25500.059999999998,288,256,0,0,288
2012,General Administration & Finance,BOS Board Of Supervisors,5729503.48,812973.26,0.0,83602.88,438,276,0,0,438
2012,Culture & Recreation,FAM Fine Arts Museum,5404041.819999999,1088045.58,0.0,106461.42,90,82,0,2,90
2012,Culture & Recreation,SCI Academy Of Sciences,5038163.08,0.0,0.0,0.0,4,4,0,2,4
2012,Public Protection,DAT District Attorney,4745535.38,515816.36,0.0,1623695.06,1134,878,0,0,1134
2012,General Administration & Finance,TTX Treasurer/Tax Collector,4413626.2,74137.44,0.0,2772918.8600000003,612,434,0,0,612
2012,General Administration & Finance,ETH Ethics Commission,4255236.54,7694.699999999999,0.0,33262.94,82,82,0,0,82
2012,General Administration & Finance,ASR Assessor / Recorder,3772248.76,223153.28000000003,0.0,2259127.8200000003,574,332,0,0,574
2012,Culture & Recreation,AAM Asian Art Museum,3236484.0,141194.0,0.0,0.0,14,12,0,2,14
2012,Culture & Recreation,WAR War Memorial,3153950.84,641911.22,0.0,517128.72,736,536,0,0,736
2012,Human Welfare & Neighborhood Development,CSS Child Support Services,2306394.6999999997,176643.08,0.0,0.0,184,146,0,0,184
2012,General Administration & Finance,CPC City Planning,2239540.96,217267.30000000002,0.0,874803.72,418,328,0,0,418
2012,Public Protection,ADP Adult Probation,1905821.42,293061.62,0.0,5144229.86,546,388,6,0,546
2012,Public Protection,PDR Public Defender,1564733.78,60684.72,0.0,117281.90000000001,514,456,0,0,514
2012,Human Welfare & Neighborhood Development,HRC Human Rights Commission,856700.9,157397.46,0.0,4000.0,162,136,2,0,162
2012,Human Welfare & Neighborhood Development,RNT Rent Arbitration Board,495840.62,108483.68,0.0,113038.12,124,108,0,0,124
2012,"Public Works, Transportation & Commerce",BOA Board Of Appeals - PAB,60705.44,240.88,0.0,22690.52,50,46,0,0,50
2012,Culture & Recreation,LLB Law Library,32131.68,869.44,0.0,0.0,6,4,0,0,6
2012,General Administration & Finance,CSC Civil Service Commission,9224.88,0.0,0.0,6631.139999999999,24,24,2,0,24
2012,"Public Works, Transportation & Commerce",CTA SF County Transprtn Auth,0.0,0.0,0.0,381229869.74,274,44,0,0,274
2013,Community Health,DPH Public Health,1485504600.3,131852204.58,0.0,158831913.9,16626,8290,52,182,16626
2013,"Public Works, Transportation & Commerce",AIR Airport Commission,1272924039.48,96397564.34,0.0,80435131.38,7230,4294,0,116,7230
2013,"Public Works, Transportation & Commerce",PUB Public Utilities Bureaus,1204356637.62,119041950.4,0.0,1434313806.38,5954,2720,22,140,5954
2013,"Public Works, Transportation & Commerce",DPW GSA - Public Works,874911917.8,140066600.38,0.0,548094442.36,11976,3598,42,94,11976
2013,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,790609379.0799999,88316506.06,0.0,884787781.06,25062,5364,0,118,25062
2013,"Public Works, Transportation & Commerce",WTR Water Enterprise,482607258.09999996,19659618.7,0.0,109720281.44,17742,8012,4,34,17742
2013,General City Responsibilities,GEN General City / Unallocated,437501674.2,145114.8,0.0,879948.64,64,64,0,10,64
2013,General Administration & Finance,ADM Gen Svcs Agency-City Admin,287354382.94,9931458.440000001,0.0,12810233.12,7744,4616,6,36,7744
2013,"Public Works, Transportation & Commerce",WWE Wastewater Enterprise,278270076.52,21793143.02,0.0,88287933.94,6652,2704,8,44,6652
2013,Human Welfare & Neighborhood Development,HSA Human Services Agency,277789450.24,32432218.560000002,0.0,35980373.8,3896,2420,0,36,3896
2013,"Public Works, Transportation & Commerce",HHP Hetch Hetchy Water & Power,191814723.46,17239250.92,0.0,47579790.54,8404,2712,10,28,8404
2013,General Administration & Finance,MYR Mayor,149232433.07999998,21866631.259999998,0.0,79912312.3,1586,1294,0,28,1586
2013,"Public Works, Transportation & Commerce",PRT Port,130038702.47999999,9426566.12,0.0,15588958.4,4524,2378,0,24,4524
2013,Human Welfare & Neighborhood Development,USD County Education Office,128831860.03999999,0.0,0.0,0.0,4,4,0,4,4
2013,Human Welfare & Neighborhood Development,CII Commty Invest & Infrstrctr,123459042.02000001,8196121.3,0.0,5564742.94,386,360,0,16,386
2013,Human Welfare & Neighborhood Development,CHF Children;Youth & Families,114999249.48,16665785.82,0.0,15867795.88,3004,1710,0,4,3004
2013,General Administration & Finance,HRD Human Resources,99347147.46000001,1517266.5599999998,0.0,1179364.8599999999,1134,970,2,10,1134
2013,Public Protection,DEM Emergency Management,85614431.08,17303719.94,0.0,57754131.239999995,1446,878,0,14,1446
2013,General Administration & Finance,DT GSA - Technology,85166627.42,8027172.14,0.0,15470220.4,3878,1032,0,10,3878
2013,General Administration & Finance,RET Retirement System,80250313.53999999,17062392.28,0.0,11346125.78,556,440,0,20,556
2013,Culture & Recreation,REC Recreation & Park Commsn,72506458.72,4881849.38,0.0,11176720.66,7984,3520,0,12,7984
2013,Public Protection,CRT Superior Court,70348263.76,4288355.76,0.0,100727.08,804,798,0,4,804
2013,Human Welfare & Neighborhood Development,CCD SF Communtiy College Dist,63639080.08,0.0,0.0,0.0,4,4,0,4,4
2013,Human Welfare & Neighborhood Development,CFC Children & Families Commsn,58814867.00000001,7708197.36,0.0,2707014.06,388,336,0,6,388
2013,Public Protection,POL Police,44401772.72,4169981.3,0.0,11756223.28,3460,1964,6,6,3460
2013,Public Protection,SHF Sheriff,39860704.68,1341981.18,0.0,4344280.5,2382,1320,0,4,2382
2013,"Public Works, Transportation & Commerce",ECN Economic & Wrkfrce Dvlpmnt,34192872.96,7406999.5,0.0,12199605.76,992,790,0,6,992
2013,Culture & Recreation,LIB Public Library,32935391.700000003,4672800.46,0.0,2439512.94,2012,1344,0,4,2012
2013,General Administration & Finance,HSS Health Service System,29081630.86,441670.64,0.0,286814.46,222,196,4,6,222
2013,Public Protection,FIR Fire Department,28101728.38,1767319.9200000002,0.0,5095942.34,2762,1286,0,6,2762
2013,Culture & Recreation,ART Arts Commission,21186755.48,891094.16,0.0,12659658.02,2146,1844,0,2,2146
2013,Human Welfare & Neighborhood Development,ENV Environment,20556521.84,1314357.52,0.0,14270455.88,1040,842,0,4,1040
2013,General Administration & Finance,CON Controller,12734691.72,1277668.04,0.0,5732063.24,778,472,12,0,778
2013,General Administration & Finance,REG Elections,10673207.4,232177.94,0.0,-136.18,6866,6764,0,0,6866
2013,"Public Works, Transportation & Commerce",DBI Building Inspection,10155809.020000001,2529695.3,0.0,886299.22,804,528,10,0,804
2013,Public Protection,JUV Juvenile Probation,8617565.46,275191.76,0.0,679523.28,1092,826,0,2,1092
2013,Culture & Recreation,FAM Fine Arts Museum,8602235.24,877327.94,0.0,475759.82,108,98,0,2,108
2013,Public Protection,ADP Adult Probation,7161769.9399999995,688622.34,0.0,5895726.6,632,480,2,0,632
2013,Human Welfare & Neighborhood Development,WOM Status Of Women,6515229.08,1208209.7000000002,0.0,387188.56,246,198,0,0,246
2013,General Administration & Finance,TTX Treasurer/Tax Collector,5944658.640000001,367519.66,0.0,4452906.0,584,444,0,0,584
2013,General Administration & Finance,BOS Board Of Supervisors,5884268.140000001,496776.92,0.0,112819.38,508,300,4,2,508
2013,General Administration & Finance,CAT City Attorney,5563107.720000001,532786.64,0.0,9241.24,286,238,0,2,286
2013,Public Protection,DAT District Attorney,5452635.319999999,1051896.58,0.0,1469983.66,1448,974,0,0,1448
2013,Culture & Recreation,SCI Academy Of Sciences,4524429.82,132000.0,0.0,0.0,4,4,0,2,4
2013,Culture & Recreation,WAR War Memorial,3737268.9,595884.4600000001,0.0,1384759.18,642,472,0,0,642
2013,General Administration & Finance,CPC City Planning,3506049.56,46847.46,0.0,7031908.72,568,394,0,0,568
2013,Culture & Recreation,AAM Asian Art Museum,3154994.0,221560.0,0.0,0.0,12,10,0,2,12
2013,Human Welfare & Neighborhood Development,CSS Child Support Services,2749945.14,13037.220000000001,0.0,0.0,246,174,0,0,246
2013,General Administration & Finance,ETH Ethics Commission,2749503.8,11132.1,0.0,17008.04,102,98,0,0,102
2013,General Administration & Finance,ASR Assessor / Recorder,2264677.5,290813.52,0.0,1618326.52,608,352,0,0,608
2013,Public Protection,PDR Public Defender,1434164.8800000001,35066.659999999996,0.0,13746.28,464,440,0,0,464
2013,Human Welfare & Neighborhood Development,RNT Rent Arbitration Board,560246.58,32988.54,0.0,174565.62,116,114,0,0,116
2013,Human Welfare & Neighborhood Development,HRC Human Rights Commission,207470.42,6250.96,0.0,16737.98,82,82,0,0,82
2013,"Public Works, Transportation & Commerce",BOA Board Of Appeals - PAB,84783.5,670.76,0.0,3763.8599999999997,42,38,2,0,42
2013,Culture & Recreation,LLB Law Library,32123.68,0.0,0.0,0.0,4,4,0,0,4
2013,General Administration & Finance,CSC Civil Service Commission,21500.18,1454.58,0.0,0.0,28,28,0,0,28
2014,"Public Works, Transportation & Commerce",AIR Airport Commission,1735956069.74,161698750.0,0.0,146568395.88,7290,4360,0,166,7290
2014,Community Health,DPH Public Health,1581703709.18,155469207.54,0.0,217586381.64000002,17130,8630,56,182,17130
2014,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,1322220162.76,131316032.2,0.0,702941695.14,26084,5846,0,142,26084
2014,"Public Works, Transportation & Commerce",PUB Public Utilities Bureaus,1113368058.76,88164475.38,0.0,898303432.78,5692,2664,12,116,5692
2014,"Public Works, Transportation & Commerce",DPW GSA - Public Works,996545132.94,150945158.32,0.0,398509894.52,13330,3970,54,106,13330
2014,General City Responsibilities,GEN General City / Unallocated,523416610.8000001,245278.0,0.0,766503.04,224,192,0,12,224
2014,"Public Works, Transportation & Commerce",WTR Water Enterprise,467435896.78,22912513.439999998,0.0,118351940.56,19122,7952,12,28,19122
2014,Human Welfare & Neighborhood Development,HSA Human Services Agency,296704643.16,41658742.78,0.0,29954911.06,4062,2498,0,38,4062
2014,General Administration & Finance,ADM Gen Svcs Agency-City Admin,290981473.56,13315251.44,0.0,11642852.8,7896,4854,8,28,7896
2014,"Public Works, Transportation & Commerce",WWE Wastewater Enterprise,232270036.36,9126458.84,0.0,25291914.68,5620,2496,4,20,5620
2014,"Public Works, Transportation & Commerce",HHP Hetch Hetchy Water & Power,200434754.24,17946717.740000002,0.0,43698791.9,8516,3336,2,34,8516
2014,General Administration & Finance,MYR Mayor,153684131.62,19672672.38,0.0,65331990.04,1790,1418,0,20,1790
2014,Human Welfare & Neighborhood Development,USD County Education Office,136151144.9,0.0,0.0,0.0,4,4,0,4,4
2014,Human Welfare & Neighborhood Development,CHF Children;Youth & Families,116484618.88,17268952.9,0.0,27732141.54,2718,1376,0,4,2718
2014,General Administration & Finance,HRD Human Resources,108417878.22,2339380.9,0.0,381931.18,962,718,4,8,962
2014,Human Welfare & Neighborhood Development,CII Commty Invest & Infrstrctr,106575458.0,20240838.26,0.0,157729368.5,512,446,0,28,512
2014,Public Protection,DEM Emergency Management,99185837.78,4013347.1799999997,0.0,26978170.04,1392,922,0,18,1392
2014,General Administration & Finance,RET Retirement System,88716146.18,24088532.66,0.0,1022565.62,544,460,0,28,544
2014,General Administration & Finance,DT GSA - Technology,86152137.82,14049285.16,0.0,21175353.28,2680,966,0,14,2680
2014,Culture & Recreation,REC Recreation & Park Commsn,75976276.46000001,5075162.62,0.0,12986427.08,8216,3684,0,10,8216
2014,Public Protection,CRT Superior Court,69040866.34,4078584.16,0.0,785.54,740,732,0,4,740
2014,Human Welfare & Neighborhood Development,CFC Children & Families Commsn,67129179.76,11772501.58,0.0,153859.56,402,330,0,4,402
2014,Human Welfare & Neighborhood Development,CCD SF Communtiy College Dist,63524517.56,0.0,0.0,0.0,4,4,0,4,4
2014,"Public Works, Transportation & Commerce",PRT Port,62804957.739999995,1425062.86,0.0,11510209.7,4740,2468,0,16,4740
2014,General Administration & Finance,HSS Health Service System,55650783.44,986961.28,0.0,828205.74,320,264,4,6,320
2014,Public Protection,SHF Sheriff,46942502.94,2657414.3600000003,0.0,4982238.14,2410,1394,0,8,2410
2014,"Public Works, Transportation & Commerce",ECN Economic & Wrkfrce Dvlpmnt,44642032.56,6735563.56,0.0,16337074.1,1240,964,0,6,1240
2014,Public Protection,POL Police,44440006.04,4124896.74,0.0,11521504.7,3510,2004,4,6,3510
2014,Culture & Recreation,LIB Public Library,38701774.64,5678290.84,0.0,3036018.98,2092,1416,0,4,2092
2014,Public Protection,FIR Fire Department,22884060.24,6186880.02,0.0,9886098.92,3030,1348,0,2,3030
2014,Culture & Recreation,ART Arts Commission,22512309.06,824863.72,0.0,10858930.959999999,2212,1886,0,2,2212
2014,General Administration & Finance,CON Controller,16666649.4,2354258.8,0.0,9351485.3,854,572,12,0,854
2014,Human Welfare & Neighborhood Development,ENV Environment,15497961.100000001,1524176.46,0.0,8148580.7,1078,912,0,2,1078
2014,"Public Works, Transportation & Commerce",DBI Building Inspection,11944425.64,2706855.9,0.0,8654653.299999999,884,546,6,0,884
2014,General Administration & Finance,REG Elections,11722753.84,2119219.66,0.0,580656.62,7796,7676,2,0,7796
2014,Public Protection,JUV Juvenile Probation,9402539.36,294838.94,0.0,2243698.54,1268,926,12,2,1268
2014,Public Protection,ADP Adult Probation,8811141.74,730816.2,0.0,7915281.82,630,464,0,2,630
2014,General Administration & Finance,TTX Treasurer/Tax Collector,8189781.600000001,513366.48,0.0,3647618.7,630,516,0,2,630
2014,Human Welfare & Neighborhood Development,WOM Status Of Women,8101052.78,1917558.22,0.0,234730.34,264,252,0,0,264
2014,Culture & Recreation,FAM Fine Arts Museum,7355526.62,1152359.04,0.0,1127976.68,104,94,2,2,104
2014,General Administration & Finance,CAT City Attorney,7288751.88,150599.88,0.0,61336.64000000001,322,276,0,2,322
2014,Public Protection,DAT District Attorney,7038353.18,499244.62,0.0,1158498.88,1518,1026,0,0,1518
2014,General Administration & Finance,BOS Board Of Supervisors,6139169.36,362902.18,0.0,194883.16,544,316,4,0,544
2014,General Administration & Finance,CPC City Planning,5672723.4,187873.68,0.0,6573254.8,796,568,0,0,796
2014,Culture & Recreation,SCI Academy Of Sciences,4846770.38,385639.72,0.0,0.0,6,6,0,2,6
2014,Culture & Recreation,WAR War Memorial,4250953.36,81699.78,0.0,796758.94,556,434,0,0,556
2014,Culture & Recreation,AAM Asian Art Museum,4009632.6,191240.62,0.0,125522.0,22,20,0,2,22
2014,Human Welfare & Neighborhood Development,CSS Child Support Services,2500528.08,63113.56,0.0,226.68,214,172,0,0,214
2014,General Administration & Finance,ASR Assessor / Recorder,1685873.68,255398.78,0.0,1434469.7,422,328,0,0,422
2014,Public Protection,PDR Public Defender,1512931.06,63860.3,0.0,0.0,406,390,0,0,406
2014,Human Welfare & Neighborhood Development,RNT Rent Arbitration Board,327136.06,135336.12,0.0,131023.14,104,96,0,0,104
2014,General Administration & Finance,ETH Ethics Commission,255732.88,35836.36,0.0,11896.1,80,74,0,0,80
2014,Human Welfare & Neighborhood Development,HRC Human Rights Commission,101253.76,58727.84,0.0,362140.38,96,94,0,0,96
2014,"Public Works, Transportation & Commerce",BOA Board Of Appeals - PAB,88851.34,5172.14,0.0,0.0,36,34,2,0,36
2014,Culture & Recreation,LLB Law Library,32048.920000000002,0.0,0.0,0.0,4,4,0,0,4
2014,General Administration & Finance,CSC Civil Service Commission,22699.18,0.0,0.0,0.0,26,24,0,0,26
2015,"Public Works, Transportation & Commerce",AIR Airport Commission,1657235687.44,99507332.58,0.0,137392959.08,7420,4294,0,146,7420
2015,Community Health,DPH Public Health,1622438041.0600002,123579932.16,0.0,434413166.86,18186,8656,94,194,18186
2015,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,1068217644.66,136968197.01999998,0.0,1026615519.24,25162,5486,0,140,25162
2015,"Public Works, Transportation & Commerce",DPW GSA - Public Works,922709019.74,108303648.64,0.0,334213051.8,13704,4008,36,118,13704
2015,"Public Works, Transportation & Commerce",PUB Public Utilities Bureaus,759546986.12,70220845.72,0.0,848469318.98,5754,2868,14,100,5754
2015,General City Responsibilities,GEN General City / Unallocated,557275406.5600001,468991.66,0.0,1648169.3800000001,136,98,0,14,136
2015,"Public Works, Transportation & Commerce",WTR Water Enterprise,539072011.8199999,23690303.66,0.0,126718934.52,19728,7664,10,32,19728
2015,General Administration & Finance,ADM Gen Svcs Agency-City Admin,338611320.5,9152765.2,0.0,20600915.36,8966,5082,6,32,8966
2015,Human Welfare & Neighborhood Development,HSA Human Services Agency,335384149.06,44804686.9,0.0,39365153.480000004,4378,2514,0,52,4378
2015,General Administration & Finance,MYR Mayor,214366633.12,26039834.32,0.0,106948685.24000001,2106,1538,0,36,2106
2015,"Public Works, Transportation & Commerce",WWE Wastewater Enterprise,176672633.9,6914436.74,0.0,11160425.32,5090,2320,2,12,5090
2015,"Public Works, Transportation & Commerce",HHP Hetch Hetchy Water & Power,175076168.74,17443709.42,0.0,79170651.5,7624,3070,8,36,7624
2015,Human Welfare & Neighborhood Development,USD County Education Office,147301815.04000002,0.0,0.0,0.0,4,4,0,4,4
2015,Human Welfare & Neighborhood Development,CHF Children;Youth & Families,136887804.9,22699169.959999997,0.0,22228801.58,2324,1224,0,10,2324
2015,Human Welfare & Neighborhood Development,CII Commty Invest & Infrstrctr,136223055.64000002,19743796.34,0.0,155120019.44,532,464,0,40,532
2015,General Administration & Finance,HRD Human Resources,112707521.84,2780255.4600000004,0.0,990410.88,1074,704,0,8,1074
2015,General Administration & Finance,DT GSA - Technology,102315009.68,11747411.06,0.0,38608868.9,2598,988,0,22,2598
2015,General Administration & Finance,RET Retirement System,88239937.82,15791420.780000001,0.0,10022518.56,562,466,0,36,562
2015,Human Welfare & Neighborhood Development,CFC Children & Families Commsn,82078775.82000001,9441837.04,0.0,5665246.24,350,306,0,10,350
2015,Culture & Recreation,REC Recreation & Park Commsn,76631327.74000001,5605818.46,0.0,16408315.200000001,8594,3512,0,10,8594
2015,General Administration & Finance,HSS Health Service System,66899764.599999994,613528.0399999999,0.0,621872.44,322,268,4,6,322
